filename,video_link,current_category,suggested_category,confidence,action,issues,difficulty,transcript_preview,reviewer_decision,reviewer_category,reviewer_notes
IMG_2373 (2).MOV,https://drive.google.com/file/d/1Y98xBdUI04HhynLyClBQBAfQxaY8rLf_/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Happy drastic really ready to go Oh, oh come on harder plan term Dad though",,,
IMG_0225 (2).MOV,https://drive.google.com/file/d/1vzV9u9Cnmuan9zsJhmaLuiBHJtQtRwJs/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate, always one day equity,,,
IMG_5111 (1).MOV,https://drive.google.com/file/d/1aQCgpq6yywrczp9IeICn_giEu6yxobnH/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," I want to get a good one. Yeah, I can't. I can't.",,,
IMG_0285 (2).MOV,https://drive.google.com/file/d/1qcaHnY_rTzOwOSIPuBwsRTtNLMbDZwsb/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Now here we go, ready, go! There we go, nice!",,,
IMG_5108 (1).MOV,https://drive.google.com/file/d/1o0SOcnaqAYobo2Ee_Kd9yiMxpQKZ-I91/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate," Yeah, that's like a shot out there, that good just Let's carry you",,,
IMG_5118 (1).MOV,https://drive.google.com/file/d/1beL5_c8HJXG8lU9InD4NLL4OXxe4w1SM/view,Other,Catching/Hands,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, the stuff I'm about to let them. You get the blasts there. They don't stop bugging. You didn't put ...,,,
IMG_5106 (1).MOV,https://drive.google.com/file/d/1nUqf51GTvpNR__O4vUQjIBEBpC0IR9s7/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," something to hit, knock down.",,,
IMG_5124 (1).MOV,https://drive.google.com/file/d/1t71CPoLH5jybnO6THHRYK1ql8DBsJek9/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate, He got the mood that way. Don't back up. Don't back up. Let me see.,,,
IMG_5122 (1).MOV,https://drive.google.com/file/d/1JNgjShysyIkNHzQf5bxJvKNXmxWDcII0/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate," I'm gonna get you back. You're gonna get up damn well. Hang on, hang on more, so look.",,,
IMG_5090 (1).MOV,https://drive.google.com/file/d/11e87yVfD8HxT_qj1BhgtiHIlSkFpm9_y/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," 6th century, right? 6th century, right? You gotta go up here. 9th century.",,,
IMG_0283 (2).MOV,https://drive.google.com/file/d/18SUELQxn2rVZvURQMzqzQh2XucoQLRkP/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Kid, GO! Now with it.",,,
IMG_5122 (2).MOV,https://drive.google.com/file/d/1JNgjShysyIkNHzQf5bxJvKNXmxWDcII0/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate," I'm gonna get you back. You're gonna get up damn well. Hang on, hang on more, so look.",,,
IMG_5119 (2).MOV,https://drive.google.com/file/d/1gpKuIHGUZbt03d5LwEtxtwb7jIdoiuLV/view,Other,Route Running,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, He jumps outside. Right? He's in the ground. He's in the ground.,,,
IMG_5123 (2).MOV,https://drive.google.com/file/d/1ThKGjLfUV-Qd3MPvGkD-s89kdeyzRWWd/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," You still need some help? Ah, this is all you're doing.",,,
IMG_5120 (2).MOV,https://drive.google.com/file/d/1xa7xregDV8fe0yOj9ZFiNykPvXHuMjfn/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, He's going to get to be once again. He's back. That's a day. He's back. Thank you.,,,
IMG_5117 (2).MOV,https://drive.google.com/file/d/1jrLJdv6GBY5u3LSPNrkYhhceNMOv4LzE/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Hier, hier, hier, hier. Hier. Ja. Hey.",,,
IMG_5107 (2).MOV,https://drive.google.com/file/d/1rmtZUvjjy5eUsTNBlQ-ouVUge76KmFmn/view,Other,Catching/Hands,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate, You still got lag right? Three more are you? No we would. It's like playing basketball.,,,
IMG_5114 (2).MOV,https://drive.google.com/file/d/1xyPV_6sECdZn-vc5Tj5Mek-TMoU-T_3P/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, I'm going to do three more points. You can get back up. There you go. You're doing your thing. You'...,,,
IMG_5105 (2).MOV,https://drive.google.com/file/d/1gBdbsTeA5Pumyum3gaf8fa9dhcW0dZMl/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," but I'll take you. Hey, you're trying to grab. Loose.",,,
IMG_5113 (2).MOV,https://drive.google.com/file/d/1jY2uURVa53JHte_gqxA0NFTjKZ4P-H3k/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," And let me know where you're going. Hey, hey, hey, yeah.",,,
IMG_5108 (2).MOV,https://drive.google.com/file/d/1o0SOcnaqAYobo2Ee_Kd9yiMxpQKZ-I91/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate, Just keep your eyes open Good This place centres,,,
IMG_5106 (2).MOV,https://drive.google.com/file/d/1nUqf51GTvpNR__O4vUQjIBEBpC0IR9s7/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," something to hit, knock down.",,,
IMG_5111 (2).MOV,https://drive.google.com/file/d/1aQCgpq6yywrczp9IeICn_giEu6yxobnH/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," I want to get a good one. Yeah, I can't. I can't.",,,
IMG_5093 (2).MOV,https://drive.google.com/file/d/1E-Wsap9a3Fi-tzNQ7sTRHxKzhtrqEa7E/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate," He is the visual. But now you let it out, girl. Yes. There you go. Go ahead. You see how you...",,,
IMG_5099 (2).MOV,https://drive.google.com/file/d/12CX21yRyOrMQcfB3VS77PvsR5L16OHVa/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, Let's go. Add a boy.,,,
IMG_5102 (2).MOV,https://drive.google.com/file/d/1J9KL5wJtg6HyAB3ZDDXhQ802fQ343XOR/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate," Exactly, I'll say you can't, I'll never say you can't. That guy, day day, that's where we're going....",,,
IMG_5095 (2).MOV,https://drive.google.com/file/d/11Xlj707Juunt79besrn-M3M-mfbksRVJ/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Good luck. Right there. Yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes.",,,
IMG_5094 (2).MOV,https://drive.google.com/file/d/1t4aDKnBRC8bWppVsIz7UQn_WjbBZ2moH/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," right now. Oh, nice they have.",,,
IMG_5089 (2).MOV,https://drive.google.com/file/d/1mC2gIFKxA06r3NYZFWLvs4nwkkv2AsP7/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," on the Vice President. It's all about coming around 7 immigrants and 15 holy ones. On the line, on ...",,,
IMG_5090 (2).MOV,https://drive.google.com/file/d/11e87yVfD8HxT_qj1BhgtiHIlSkFpm9_y/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," 6th century, right? 6th century, right? You gotta go up here. 9th century.",,,
IMG_5088 (2).MOV,https://drive.google.com/file/d/1ur69MRGiCBaHejAN_Vu6Ji6WJcbRVv8B/view,Other,Footwork,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Let it go, let it go now. The plant has a plant has a plant.",,,
IMG_5082 (2).MOV,https://drive.google.com/file/d/1MEFcqkaKlSU2x2SlPTbNPawHG0-0DVOP/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Okay, it's right, it's right.",,,
IMG_5090 (3).MOV,https://drive.google.com/file/d/11e87yVfD8HxT_qj1BhgtiHIlSkFpm9_y/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," 6th century, right? 6th century, right? You gotta go up here. 9th century.",,,
IMG_5086 (3).MOV,https://drive.google.com/file/d/1uj0l8B0U8qRRAKyuuAptevBBXJDfV-dg/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, Thanks. Everything good? Good!,,,
IMG_5087 (3).MOV,https://drive.google.com/file/d/1ZQAFWtzIKp18Yl4LZ3vm17zxF9yuQTZT/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, A little under the parking lot. Fra elbow No monitor,,,
IMG_5089 (3).MOV,https://drive.google.com/file/d/1mC2gIFKxA06r3NYZFWLvs4nwkkv2AsP7/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate," On the line, on the left.",,,
IMG_5082 (3).MOV,https://drive.google.com/file/d/1MEFcqkaKlSU2x2SlPTbNPawHG0-0DVOP/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Okay, it's right, it's right.",,,
IMG_5079 (3).MOV,https://drive.google.com/file/d/1l8sLkV9REBc3JzCLEfZCWj4-WSNwMVgg/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, I'm going to look. Y'all the mirror.,,,
IMG_5075 (3).MOV,https://drive.google.com/file/d/1eiYMVaSyjsXzatREvtXVWAmIMJ62KD8Z/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, right up up up up up of the part of about helped,,,
IMG_4934 (3).MOV,https://drive.google.com/file/d/1uxzb5BCI8iJfoVwemPx5MXxVfGx_xfr2/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, Jai jai jai! sh time,,,
IMG_4928 (3).MOV,https://drive.google.com/file/d/1TzsoWQBTNatLo7K9RyrPfYZmvzltRWMK/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Yeah, yeah, yeah, yeah, can we light?",,,
IMG_2394 (3).mov,https://drive.google.com/file/d/183OziderzyMMkra2JGG6e2ZwsEmtTha9/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, Kesper & Behriker Screw she Cool,,,
IMG_3211 (3).MOV,https://drive.google.com/file/d/1K6IBgw9VyVTuLDTf4VtqCP7121ScCSA8/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Finally. Bye,<|pa|>inee.",,,
IMG_2385 (3).MOV,https://drive.google.com/file/d/1ojv4ZfgpecjHlM9y7gb4Bd0J3BK9WPRX/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," So, let's go. Let's go. Come on. Let's go. Right.",,,
IMG_2399 (3).MOV,https://drive.google.com/file/d/1xiuwlgmk_JkOL3q-hxCLowiSenyXdFg2/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate," Ready, go! Do it. You got to try to get here.",,,
IMG_2373 (3).MOV,https://drive.google.com/file/d/1Y98xBdUI04HhynLyClBQBAfQxaY8rLf_/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Happy drastic really ready to go Oh, oh come on harder plan term Dad though",,,
IMG_2376 (3).MOV,https://drive.google.com/file/d/1qIF-DuMWZES9Lb8yhA7TzK29xl87wwlV/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate, Triple Bully Dragon is very good unlike,,,
IMG_2406 (3).MOV,https://drive.google.com/file/d/1H6tUHDtJOsT1cT2oxhtnPz2e6FHLRn0h/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Go! You better be honest, aw right Yeah you get too fingers",,,
IMG_2339 (3).MOV,https://drive.google.com/file/d/1Ec5V9r3kw2-aJDIQGoKp0cIqdY2XO4Vt/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate," Just hold him up. And though, one. Breathe to go behind him and take some knees. Three. Four. Five....",,,
IMG_2077 (3).MOV,https://drive.google.com/file/d/1aWRjHLjr5ckliCmowLO3qT8f-muZLg7v/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Ready, go! Good, you're straight, good.",,,
IMG_2335 (3).MOV,https://drive.google.com/file/d/19JmSM8k07JgnYoCvfU-g5SjqSX8zR8RM/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Two, two, one, two, three, four, five, good.",,,
IMG_0285 (3).MOV,https://drive.google.com/file/d/1qcaHnY_rTzOwOSIPuBwsRTtNLMbDZwsb/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Now here we go, ready, go! There we go, nice!",,,
IMG_0287 (3).MOV,https://drive.google.com/file/d/1HrfrCFfol4wFaivSwFkNxjqdskUdCUjd/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, Go There we go do it,,,
IMG_0283 (3).MOV,https://drive.google.com/file/d/18SUELQxn2rVZvURQMzqzQh2XucoQLRkP/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, bridge go yeah I was it,,,
IMG_0281 (3).MOV,https://drive.google.com/file/d/1ea9vvCouNx1yseu0L2OP05CFwSkk74u8/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," No no no no no no no no, get out of the way. Get up. No, I see.",,,
IMG_0225 (3).MOV,https://drive.google.com/file/d/1vzV9u9Cnmuan9zsJhmaLuiBHJtQtRwJs/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate, You know what's this documentary? This statue surrounding Puecia is realised he has forgotten the d...,,,
562868864af04148a32ee2956ffd3173 (3).MOV,https://drive.google.com/file/d/1mqx5paz-tNO3CaswUAvFnIbGzohgnVy_/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, We just electricity on get plan mind,,,
IMG_0226 (3).MOV,https://drive.google.com/file/d/1CjZytITceBBDUqXQFMFYT1983_wRX0aY/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, I don't pass though. What am I gonna make it right?,,,
IMG_5123 (3).MOV,https://drive.google.com/file/d/1ThKGjLfUV-Qd3MPvGkD-s89kdeyzRWWd/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," You still need some help? Ah, this is all you're doing.",,,
IMG_5118 (3).MOV,https://drive.google.com/file/d/1beL5_c8HJXG8lU9InD4NLL4OXxe4w1SM/view,Other,Catching/Hands,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate, the stuff I'm about to let them. You get the blasts there. They don't stop bugging. You didn't put ...,,,
IMG_5124 (3).MOV,https://drive.google.com/file/d/1t71CPoLH5jybnO6THHRYK1ql8DBsJek9/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate, He got the mood that way. Don't back up. Don't back up. Let me see.,,,
IMG_5122 (3).MOV,https://drive.google.com/file/d/1JNgjShysyIkNHzQf5bxJvKNXmxWDcII0/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate," I'm gonna get you back. You're gonna get up damn well. Hang on, hang on more, so look.",,,
IMG_5120 (3).MOV,https://drive.google.com/file/d/1xa7xregDV8fe0yOj9ZFiNykPvXHuMjfn/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, He's going to get to be once again. He's back. That's a day. He's back. Thank you.,,,
IMG_5105 (3).MOV,https://drive.google.com/file/d/1gBdbsTeA5Pumyum3gaf8fa9dhcW0dZMl/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," but I'll take you. Hey, you're trying to grab. Loose.",,,
IMG_5107 (3).MOV,https://drive.google.com/file/d/1rmtZUvjjy5eUsTNBlQ-ouVUge76KmFmn/view,Other,Catching/Hands,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, You still got lag right? Three more are you? No we would. It's like playing basketball.,,,
IMG_5117 (3).MOV,https://drive.google.com/file/d/1jrLJdv6GBY5u3LSPNrkYhhceNMOv4LzE/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Hier, hier, hier, hier. Hier. Ja. Hey.",,,
IMG_5114 (3).MOV,https://drive.google.com/file/d/1xyPV_6sECdZn-vc5Tj5Mek-TMoU-T_3P/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate, I'm gonna do three points more in here. You're gonna get back up. There you go. You're doing your t...,,,
IMG_5113 (3).MOV,https://drive.google.com/file/d/1jY2uURVa53JHte_gqxA0NFTjKZ4P-H3k/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," And let me know where you're going. Hey, hey, hey, yeah.",,,
IMG_5110 (3).MOV,https://drive.google.com/file/d/1Af1DL90kTwKDyA3XA9uJGilJ45CVv_QD/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, Should be here. Groui-ya ¨ receiver,,,
IMG_5106 (3).MOV,https://drive.google.com/file/d/1nUqf51GTvpNR__O4vUQjIBEBpC0IR9s7/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," something to hit, knock down.",,,
IMG_5111 (3).MOV,https://drive.google.com/file/d/1aQCgpq6yywrczp9IeICn_giEu6yxobnH/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," I want to get a good one. Yeah, I can't. I can't.",,,
IMG_5102 (3).MOV,https://drive.google.com/file/d/1J9KL5wJtg6HyAB3ZDDXhQ802fQ343XOR/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Exactly, I'll say you can't, I'll never say you can't. That guy, day day, that's where we're going....",,,
IMG_5093 (3).MOV,https://drive.google.com/file/d/1E-Wsap9a3Fi-tzNQ7sTRHxKzhtrqEa7E/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Intermediate," He is the visual. But now you let it out, girl. Yes. There you go. Go ahead. You see how you...",,,
IMG_5095 (3).MOV,https://drive.google.com/file/d/11Xlj707Juunt79besrn-M3M-mfbksRVJ/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner," Good luck. Right there. Yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes.",,,
IMG_5092 (3).MOV,https://drive.google.com/file/d/1S3FW0N-Grz0UEi7so66qhjsqbUPn_3o_/view,Other,,65,RE_CATEGORIZE,UNCATEGORIZED; POSSIBLE_DUPLICATE,Beginner, That's it. That's it. That's it. That's it.,,,
IMG_3211.MOV,https://drive.google.com/file/d/1K6IBgw9VyVTuLDTf4VtqCP7121ScCSA8/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," 🤩 I Feng Zhong, one, two, three Bye!",,,
IMG_2376.MOV,https://drive.google.com/file/d/1qIF-DuMWZES9Lb8yhA7TzK29xl87wwlV/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," really Oh, the friendly is really good!",,,
IMG_2337.MOV,https://drive.google.com/file/d/10120kWZqO5vwzFbOE9Z9X6A5rlpSyoc8/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner, no soul Okay. Okay. Okay.,,,
IMG_2373.MOV,https://drive.google.com/file/d/1Y98xBdUI04HhynLyClBQBAfQxaY8rLf_/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," Happy drastic really ready to go Oh, oh come on harder plan term Dad though",,,
IMG_0283.MOV,https://drive.google.com/file/d/18SUELQxn2rVZvURQMzqzQh2XucoQLRkP/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner, Great. Go! That was it!,,,
IMG_2335.MOV,https://drive.google.com/file/d/19JmSM8k07JgnYoCvfU-g5SjqSX8zR8RM/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner, none of them right here 4 5,,,
IMG_0287.MOV,https://drive.google.com/file/d/1HrfrCFfol4wFaivSwFkNxjqdskUdCUjd/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner, Go There we go do it,,,
IMG_2077.MOV,https://drive.google.com/file/d/1aWRjHLjr5ckliCmowLO3qT8f-muZLg7v/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Intermediate," Ready, go! Good, you're straight, good.",,,
IMG_0278.MOV,https://drive.google.com/file/d/1w-ugWcm8TM-HEXP4gmuD1Cp309oM7GPa/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," So, so, so, now, so, so, so.",,,
IMG_5086.MOV,https://drive.google.com/file/d/1uj0l8B0U8qRRAKyuuAptevBBXJDfV-dg/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," All right, look at that shot.",,,
IMG_5093.MOV,https://drive.google.com/file/d/1E-Wsap9a3Fi-tzNQ7sTRHxKzhtrqEa7E/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," He is the visual. But now you let it out, girl. Yes. There you go. Go ahead. You see how you...",,,
IMG_5092.MOV,https://drive.google.com/file/d/1S3FW0N-Grz0UEi7so66qhjsqbUPn_3o_/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," I know this one is already one that's now dead, fishy..",,,
IMG_5095.MOV,https://drive.google.com/file/d/11Xlj707Juunt79besrn-M3M-mfbksRVJ/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," Good luck. Right there. Yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes.",,,
IMG_5082.MOV,https://drive.google.com/file/d/1MEFcqkaKlSU2x2SlPTbNPawHG0-0DVOP/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," Okay, it's right, it's right.",,,
IMG_5090.MOV,https://drive.google.com/file/d/11e87yVfD8HxT_qj1BhgtiHIlSkFpm9_y/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," 6th century, right? 6th century, right? You gotta go up here. 9th century.",,,
IMG_5080.MOV,https://drive.google.com/file/d/1Lo5QsKDMht56jcDc3RmdnzDEPs84pO1A/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Intermediate, I think I got a little bit of a battle. I'm going to get zero though. There it is. I don't know. I ...,,,
IMG_5069.MOV,https://drive.google.com/file/d/1Gr9SmWPEXFJJyV4SIBqr5PJB58V5qGml/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner, the fire in it Burnett! Burnett bullshit,,,
IMG_5079.MOV,https://drive.google.com/file/d/1l8sLkV9REBc3JzCLEfZCWj4-WSNwMVgg/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner, I'm going to look. Y'all the mirror.,,,
IMG_5073.MOV,https://drive.google.com/file/d/1RYDwpZ2qA_etnNGNS0p0rMXkA4L5Hx4r/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," you grow tidy, a cfull new look like you .",,,
IMG_5075.MOV,https://drive.google.com/file/d/1eiYMVaSyjsXzatREvtXVWAmIMJ62KD8Z/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner, quelqu'un off that welcomed,,,
IMG_4928.MOV,https://drive.google.com/file/d/1TzsoWQBTNatLo7K9RyrPfYZmvzltRWMK/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," Yeah, yeah, yeah, yeah, can we light?",,,
IMG_4937.MOV,https://drive.google.com/file/d/14ZrRUhrbJMml0q02d6DZSNFlwdrOSD-h/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Intermediate," Move back up sir. Go on, more! You're having a well. Go on, go on, go on, go on.",,,
IMG_2385.MOV,https://drive.google.com/file/d/1ojv4ZfgpecjHlM9y7gb4Bd0J3BK9WPRX/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," So, let's go. Let's go. Come on. Let's go. Right.",,,
IMG_5118.MOV,https://drive.google.com/file/d/1beL5_c8HJXG8lU9InD4NLL4OXxe4w1SM/view,Other,Catching/Hands,75,RE_CATEGORIZE,UNCATEGORIZED,Intermediate, the stuff I'm about to let them. You get the blasts there. They don't stop bugging. You didn't put ...,,,
IMG_5123.MOV,https://drive.google.com/file/d/1ThKGjLfUV-Qd3MPvGkD-s89kdeyzRWWd/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," You still need some help? Ah, this is all you're doing.",,,
IMG_5117.MOV,https://drive.google.com/file/d/1jrLJdv6GBY5u3LSPNrkYhhceNMOv4LzE/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," Hier, hier, hier, hier. Hier. Ja. Hey.",,,
IMG_5119.MOV,https://drive.google.com/file/d/1gpKuIHGUZbt03d5LwEtxtwb7jIdoiuLV/view,Other,Route Running,75,RE_CATEGORIZE,UNCATEGORIZED,Intermediate, He jumps outside. Right? He's in the ground. He's in the ground.,,,
IMG_5120.MOV,https://drive.google.com/file/d/1xa7xregDV8fe0yOj9ZFiNykPvXHuMjfn/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Intermediate, He's going to get to be once again. He's back. That's a day. He's back. Thank you.,,,
IMG_5122.MOV,https://drive.google.com/file/d/1JNgjShysyIkNHzQf5bxJvKNXmxWDcII0/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Intermediate," I'm gonna get you back. You're gonna get up damn well. Hang on, hang on more, so look.",,,
IMG_5111.MOV,https://drive.google.com/file/d/1aQCgpq6yywrczp9IeICn_giEu6yxobnH/view,Other,,75,RE_CATEGORIZE,UNCATEGORIZED,Beginner," I want to get a good one. Yeah, I can't. I can't.",,,
